contributors,topics,description,stargazers_count,full_name,name
"['tensorflow', 'tensorflower-gardener', 'ezhulenev', 'mihaimaruseac', 'yongtang', 'hawkinsp', 'gunan', 'akuegel', 'caisq', 'mrry', 'roserg', 'cheshire', 'benoitsteiner', 'jpienaar', 'qlzh727', 'River707', 'd0k', 'joker-eph', 'martinwicke', 'yifeif', 'allenlavoie', 'smit-hinsu', 'pifon2a', 'jsimsa', 'chsigg', 'yangustc07', 'ebrevdo', 'alextp', 'annarev', 'MarkDaoust', 'jurahul', 'skye', 'reedwm', 'andyly', 'advaitjain', 'jreiffers', 'aaudiber', 'karimnosseir', 'aaroey', 'jaingaurav', 'rchao', 'fchollet', 'deven-amd', 'nouiz', 'asimshankar', 'jdduke', 'majnemer', 'antiagainst', 'fergushenderson', 'angerson', 'k-w-w', 'rohan100jain', 'abattery', 'kaixih', 'terryheo', 'bhack', 'bixia1', 'yunxing', 'feihugis', 'lrdxgm', 'ilblackdragon', 'cky9301', 'liufengdb', 'petewarden', 'jblespiau', 'trevor-m', 'edloper', 'ddunl', 'thaink', 'timshen91', 'dansuh17', 'faizan-m', 'renjie-liu', 'crccw', 'pavithrasv', 'ukoxyz', 'saxenasaurabh', 'ftynse', 'tpopp', 'kenfranko', 'yashk2810', 'terrytangyuan', 'multiverse-tf', 'haozha111', 'tanzhenyu', 'miaout17', 'cantonios', 'blakehechtman', 'frgossen', 'fionalang', 'rjpower', 'kvignesh1420', 'anlunx', 'jam14j', 'bmzhao', 'berkinilbeyi', 'jianlijianli', 'olegshyshkov', 'facaiy', 'mpcallanan', 'andrewharp', 'vnghia', 'jbaiocchi', 'benbarsdell', 'teijeong', 'haoyuz', 'BrianWieder', 'aselle', 'frreiss', 'rxsang', 'mahmoud-abuzaina', 'tyb0807', 'superbobry', 'omalleyt12', 'qqfish', 'Maratyszcza', 'ispirmustafa', 'changm', 'nairb774', 'chr1sj0nes', 'hyeygit', 'wwwind', 'bjacob', 'klucke', 'lattner', 'srjoglekar246', 'SamuelMarks', 'freedomtan', 'tfeher', 'jart', 'iganichev', 'alankelly', 'jyingl3', 'gzmkl', 'sun51', 'dubey', 'lamberta', 'lgeiger', 'meheffernan', 'hanbinyoon', 'wangpengmit', 'gmagogsfm', 'penpornk', 'chuanhaozhuge', 'wilsingosti', 'cota', 'mgester', 'saeta', 'pschuh', 'girving', 'langmore', 'teamdandelion', 'samikama', 'Tessil', 'tg-at-google', 'MeghnaNatraj', 'ghpvnist', 'JXRiver', 'matthiaskramm', 'dnguyen28061', 'rsuderman', 'jvdillon', 'er91', 'trentlo', 'jayxiaojieshi', 'zhangyujing', 'WindQAQ', 'sirakiin', 'yhliang2018', 'GMNGeoffrey', 'siju-samuel', 'qukhan', 'bhavani-subramanian', 'guptapriya', 'tdanyluk', 'sagunb', 'mdfaijul', 'pak-laura', 'tomhennigan', 'agramesh1', 'mansnils', 'nitins17', 'elfringham', 'rdzhabarov', 'impjdi', 'isaprykin', 'wangtz', 'gribozavr', 'rryan', 'wenscarl', 'w-xinyi', 'shashishekhar', 'nluehr', 'shivaniag', 'josh11b', 'yishuangP', 'keveman', 'nammbash', 'SeeForTwo', 'bchetioui', 'PatriceVignola', 'meteorcloudy', 'akshayka', 'nhasabni', 'philipphack', 'yair-ehrenwald', 'whchung', 'yuanbyu', 'mikedelorimier', 'talumbau', 'cezheng', 'changhuilin', 'mkuperst', 'kushanam', 'kkimdev', 'ishark', 'sergeykozub', 'henrytansetiawan', 'cliveverghese', 'thomasjoerg', 'kttian', 'ckkuang', 'dimvar', 'liyunlu0618', 'trisolaran', 'jalexstark', 'AspirinSJL', 'atondwal', 'itsmeolivia', 'rainwoodman', 'rmlarsen', 'LukeBoyer', 'wenxizhu', 'Terranlee', 'silvasean', 'zhangqiaorjc', 'jzhoulon', 'sukritiramesh', 'daverim', 'BlaziusMaximus', 'hhb', 'kayzhu', 'ManHyuk', 'zheng-xq', 'swachhandl', 'chhe7', 'duncanriach', 'grantjensen', 'pkanwar23', 'mattn', 'chococigar', 'sngyhan', 'claynerobison', 'xingyu-long', 'Srini511', 'deqiangc', 'GleasonK', 'gaurides', 'gharibian', 'mattdangerw', 'yisitu', 'davidsoergel', 'gflegar', 'hyouklee', 'fdxmw', 'jcai19', 'SandSnip3r', 'nfelt', 'Tongfei-Guo', 'lu-wang-g', 'vincentvanhoucke', 'brianwa84', 'cdleary', 'gnecula', 'jtkeeling', 'sdasgup3', 'protoget', 'sguada', 'yyoon', 'jingpu', 'jerryyin', 'aartbik', 'jenselofsson', 'ashahba', 'chenmoneygithub', 'AyanmoI', 'sjamesr', 'jhseu', 'kun-lu20', 'ChiaHungDuan', 'guizili0', 'rsun-bdti', 'eliben', 'i-chaochen', 'ashutosh1919', 'slackito', 'tatatodd', 'ddavis-2015', 'Artem-B', 'jakeharmon8', 'karllessard', 'perfinion', 'jjsjann123', 'srvasude', 'patriklaurell', 'MichaelHudgins', 'njeffrie', 'azazhu', 'bloops', 'rongjiecomputer', 'lucarfox', 'ashwinmurthy', 'zhuzilin', 'hanhanW', 'panzhufeng', 'MattConley', 'imsheridan', 'LionOfJewdah', 'galarragas', 'bondhugula', 'drpngx', 'rohitju', 'rsanthanam-amd', 'hyeontaek', 'michaelbanfield', 'dlibenzi', 'sparc1998', 'cuixiaom', 'itaiz-google', 'khanhlvg', 'Moerafaat', 'tamaranorman', 'jiawenhao', 'ngzhian', 'jonas-eschle', 'ashraf-bhuiyan', 'jinliangwei', 'tayo', 'minglotus-6', 'doyeonkim0', 'mhong', 'JunyoungLim', 'jonathanchu33', 'tatianashp', 'agrue', 'ekuznetsov139', 'jendap', 'pineapplejuice233', 'georgepaw', 'poulsbo', 'vinuraja', 'sherrym', 'jsmeredith', 'Tixxx', 'rahul-kamat', 'concretevitamin', 'vbardiovskyg', 'jvishnuvardhan', 'junwhanahn', 'lindong28', 'ccrusius', 'rahul003', 'ashishenoyp', 'jszaday', 'samatbryan', 'SaoirseARM', 'Flamefire', 'alinas', 'dellis23', 'hehhjiang', 'toponado-zz', 'zichuan-wei', 'tlongeri', 'RenatoUtsch', 'geetachavan1', 'voutcn', 'adriangb', 'rinugun', 'doehyun', 'kmh4321', 'wdirons', 'alanyee', 'jeffreyadean', 'petebu', 'dsmilkov', 'rthadur', 'mraunak', 'durin42', 'DavidNorman', 'dzakhar', 'draganmladjenovic', 'pemeliya', 'joel-shor', 'ZacharyGarrett', 'xunkai55', 'lc0', 'rkuester', 'amitsabne1', 'nealwu', 'kiszk', 'jimlinntu', 'grasskin', 'MaskRay', 'yacoder', 'tfboyd', 'jamesmullenbach', 'tf-marissaw', 'fayeshine', 'ppwwyyxx', 'glowzbd']","['deep-learning', 'deep-neural-networks', 'distributed', 'machine-learning', 'ml', 'neural-network', 'python', 'tensorflow']",An Open Source Machine Learning Framework for Everyone,182566,tensorflow/tensorflow,tensorflow
"['huggingface', 'thomwolf', 'sgugger', 'LysandreJik', 'ydshieh', 'patrickvonplaten', 'stas00', 'julien-c', 'gante', 'sshleifer', 'younesbelkada', 'Rocketknight1', 'ArthurZucker', 'NielsRogge', 'Narsil', 'patil-suraj', 'VictorSanh', 'amyeroberts', 'mrm8488', 'sanchit-gandhi', 'mfuntowicz', 'jplu', 'muellerzr', 'stevhliu', 'aaugustin', 'dependabot[bot]', 'stefan-it', 'rlouf', 'pacman100', 'fxmarty', 'lukovnikov', 'alaradirik', 'SunMarc', 'MKhalusova', 'erenup', 'lewtun', 'anton-l', 'ylacombe', 'daspartho', 'sywangyi', 'kamalkraj', 'michaelbenayoun', 'zucchini-nlp', 'joeddav', 'stancld', 'KMFODA', 'AK391', 'SaulLu', 'JetRunner', 'philschmid', 'qqaatw', 'statelesshz', 'TevenLeScao', 'susnato', 'mishig25', 'w4nderlust', 'n1t0', 'FrancescoSaverioZuppichini', 'rodgzilla', 'PhilipMay', 'faaany', 'flozi00', 'gchhablani', 'sayakpaul', 'regisss', 'osanseviero', 'bhadreshpsavani', 'clmnt', 'wonhyeongseo', 'hollance', 'raghavanone', 'tomaarsen', 'Wauplin', 'jiaqiw09', 'lhoestq', 'borisdayma', 'gthb', 'bryant1410', 'trault14', 'IMvision12', 'bofenghuang', 'guillaume-be', 'tholor', 'cronoik', 'lvwerra', 'khipp', 'kashif', 'shijie-wu', 'alisafaya', 'bilal2vec', 'spatil6', 'CatalinVoss', 'enzoampil', 'merveenoyan', 'jiqing-feng', 'huseinzol05', 'rajveer43', 'forest1988', 'pphuc25', 'NinoRisteski', 'nickprock', 'jannesgg', 'JuanFKurucz', 'davidefiocco', 'nablabits', 'agemagician', 'aaronjimv', '0525hhgus', 'HanNayeoniee', 'FeiWang96', 'thevasudevgupta', 'aphedges', 'cakiki', 'louismartin', 'pcuenca', 'sim-so', 'thomasw21', 'donelianc', 'jarednielsen', 'abhishekkrthakur', 'chainyo', 'savasy', 'ekagra-ranjan', 'm3hrdadfi', 'gentaiscool', 'clefourrier', 'binny-mathew', 'ankrgyl', 'cccntu', 'Bearnardd', 'ahotrod', 'willfrey', 'Saad135', 'nateraw', 'windsonsea', 'marma', 'marianne-omnius', 'loubnabnl', 'hackyon', 'SoyGema', 'Tegzes', 'dartrevan', 'novice03', 'peter-sk', 'Timoeller', 'kihoon71', 'krfricke', 'jysohn23', 'ZhuBaohe', 'ranchlai', 'abedkhooli', 'benjamin-mlr', 'ddrm86', 'dwyatte', 'EduardoPach', 'jla524', 'zphang', 'jungnerd', 'singletongue', 'orena1', 'rafaelpadilla', 'Sai-Suraj-27', 'SangbumChoi', 'yyLeaves', 'dhanajitb', 'astariul', 'ngoquanghuy99', 'nreimers', 'zspo', 'wlhgtc', 'kumapo', 'jinoobaek-qz', 'Yard1', 'AymenBer99', 'ananyahjha93', 'brandenchan', 'duongna21', 'elisim', 'ethanjperez', 'GuillemGSubies', 'JingyaHuang', 'mapmeld', 'XuehaiPan', 'tanaymeh', 'sagorbrur', 'omarespejel', 'nandwalritik', 'will-rice', 'suzana-ilic', 'SD-13', 'simonepri', 'SBrandeis', 'Shubhamai', 'kishore-s-15', 'eldarkurtic', 'h4iku', 'ratthachat', 'RafaelWO', 'tamuhey', 'yongbowin', 'jeffhataws', 'jianan-gu', 'saswatmeher', 'JunnYu', 'yzy5630', 'hyunwoongko', 'prajjwal1', 'monologg', 'sjrl', 'echarlaix', 'Dahlbomii', 'kant', 'cwkeam', 'aodiniz', 'falcaopetri', 'vvvm23', 'vasqu', 'gabrielwithappy', 'gsarti', 'jaketae', 'johko', 'xenova', 'JuhaKiili', 'DukeEnglish', 'LSinev', 'manuelciosici', 'marcvanzee', 'mfumanelli', 'ringohoffman', 'vumichien', 'njhill', 'molbap', 'poedator', 'NoB0', 'qubvel', 'CrafterKolyan', 'csarron', 'RamitPahwa', 'rohanrajpal', 'riklopfer', 'sushmanthreddy', 'sadra-barikbin', 'sanderland', 'shauray8', 'Qbiwan', 'Pradhy729', 'Pierrci', 'pbelevich', 'pminervini', 'NouamaneTazi', 'orieg', 'nbroad1881', 'navjotts', 'ymwangg', 'AndreaSottana', 'rmroczkowski', 'ktrapeznikov', 'imarekkus', 'chrisliu298', 'calpt', 'mazicwong', 'yfpeng', 'VsonicV', 'WybeKoper', 'WissamAntoun', 'Threepointone4', 'oToToT', 'thliang01', 'gau-nernst', 'ttsugriy', 'lordtt13', 'parmarsuraj99', 'slayton58', 'tokestermw', 'coyotte508', 'D3xter1922', 'dsblank', 'davialvb', 'dberenbaum', 'datquocnguyen', 'hi-sushanta', 'cceyda', 'parambharat', 'bharatr21', 'bayartsogt-ya', 'bashartalafha', 'ayaka14732', 'avital', 'awinml', 'AnugunjNaman', 'abhilash1910', 'albertvillanova', 'anmolsjoshi', 'alihassanijr', 'abhiwand', 'elgeish', 'mjk0618', 'mmaybeno', 'mar-muel', 'mariosasko', 'kiyoungkim1', 'kiansierra', 'katiele47', 'kuppulur', 'johnnv1', 'ibraheem-moosa', 'eenzeenee', 'isaac-chung', 'ibeltagy', 'HamidShojanazeri', 'FremyCompany', 'jeffra', 'ztjhz', 'joelgrus', 'JohnGiorgi', 'jonatasgrosman', 'kventinel', 'rahular', 'reichenbch', 'robotjellyzone', 'rdenadai', 'ndrohith09', 'romainr', 'rchan26', 'ryokan0123', 'y3sar', 'samuelzxu', 'nuatmochoi', 'atturaioe', 'oneraghavan', 'qmeeus', 'qgallouedec', 'sodre', 'ola13', 'ToluClassics', 'nishprabhu', 'mukesh663', 'DeepsMoseli', 'mht-sharma', 'szutenberg', 'Mehrad0711', 'mayankagarwals', 'mmcdermott', 'anruijian', 'zyuanlim', 'shirayu', 'yundai424', 'yoshitomo-matsubara', 'dreasysnail', 'Yiqing-Zhou', 'yhl48', 'yjernite', 'xu-song', 'Xabilahu', 'winglian', 'wietsedv', 'wesleylp', 'ViktorAlm', 'utkusaglm', 'txus', 'TimDettmers', 'tpaviot', 'tanmay17061', 'tma15', 'Sparty', 'sijunhe', 'SidJain1412', 'siddk', 'shogohida', 'shangz-ai', 'shahad-mahmud', 'harrydrippin', 'setu4993', 'mgoldey', 'madlag', 'vidiemme-brainy', 'Evpok', 'eladsegal', 'elabongaatuo', 'edugp', 'banda-larga', 'unography', 'Davidy22', 'kldarek', 'chrisgzf', 'mymusise', 'Bojun-Feng', 'bhavitvyamalik', 'bhavika', 'bminixhofer', 'Batese2001', 'skpig', 'Gladiator07', 'arnaudstiegler', 'ariG23498', 'Apoorvgarg-creator', 'haamis', 'andyehrenberg', 'BlackSamorez', 'amogkam', 'aretius', 'ameasure', 'AleksanderWWW', 'aarnphm', 'matej-svejda', 'tony9402', 'donglixp', 'LWprogramming', 'konstantinjdobler', 'koayon', 'ionicsolutions', 'grgkaran03', 'SimplyJuanjo', 'juancopi81', 'jlamypoirier', 'jQuinRivero', 'jinhopark8345', 'alanwaketan', 'fatcat-z', 'versae', 'jvamvas', 'hjptriplebee', 'IlyasMoutawwakil', 'ikuyamada', 'hwijeen', 'helloworld1', 'h-holm', 'hemildesai', 'harupy', 'harheem', 'gugarosa', 'guillaumekln', 'girishponkiya', 'F02934']","['bert', 'deep-learning', 'flax', 'hacktoberfest', 'jax', 'language-model', 'language-models', 'machine-learning', 'model-hub', 'natural-language-processing', 'nlp', 'nlp-library', 'pretrained-models', 'python', 'pytorch', 'pytorch-transformers', 'seq2seq', 'speech-recognition', 'tensorflow', 'transformer']","🤗 Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",125359,huggingface/transformers,transformers
"['pytorch', 'ezyang', 'pytorchmergebot', 'malfet', 'zou3519', 'jerryzh168', 'soumith', 'gchanan', 'apaszke', 'peterbell10', 'suo', 'zdevito', 'rohan-varma', 'Chillee', 'colesbury', 'janeyx99', 'albanD', 'smessmer', 'wanchaol', 'kshitij12345', 'Yangqing', 'vkuzo', 'swolchok', 'awgu', 'ssnl', 'BowenBao', 'zasdfgbnm', 'bdhirsh', 'mrshenli', 'pietern', 'huydhn', 'seemethere', 'ngimel', 'bwasti', 'houseroad', 'bddppq', 'jansel', 'lezcano', 'desertfire', 'cyyever', 'eellison', 'soulitzer', 'clee2000', 'peterjc123', 'anijain2305', 'goldsborough', 'xuhdev', 'r-barnes', 'onnxbot', 'wconstab', 'Krovatkin', 'angelayi', 'supriyar', 'bertmaher', 'pritamdamania', 'tugsbayasgalan', 'lw', 'IvanYashchuk', 'XiaobingSuper', 'yanboliang', 'davidberard98', 'anjali411', 'jspark1105', 'kimishpatel', 'ilia-cher', 'jeffdaily', 'killeent', 'jbschlosser', 'drisspg', 'ljk53', 'kurtamohler', 'vfdev-5', 'fegin', 'pearu', 'voznesenskym', 'IvanKobzarev', 'Skylion007', 'mlazos', 'vishwakftw', 't-vi', 'kit1980', 'pytorchupdatebot', 'jjsjann123', 'z-a-f', 'atalman', 'eqy', 'mingzhe09088', 'xta0', 'nkaretnikov', 'cpuhrsch', 'pjh5', 'mikaylagawarecki', 'VitalyFedyunin', 'xiaomengy', 'williamwen42', 'pbelevich', 'zhxchen17', 'samestep', 'ejguan', 'facebook-github-bot', 'wz337', 'andresy', 'pmeier', 'navahgar', 'H-Huang', 'nikitaved', 'dreiss', 'orionr', 'leslie-fang-intel', 'zhaojuanmao', 'oulgen', 'qqaatw', 'shunting314', 'titaiwangms', 'ysiraichi', 'SherlockNoMad', 'mingfeima', 'fduwjj', 'justinchuby', 'osalpekar', 'SS-JIA', 'xwang233', 'NivekT', 'ydwu4', 'jon-chuang', 'int3', 'lukeyeager', 'linbinyu', 'jianyuh', 'andrewor14', 'crcrpar', 'HDCharles', 'anderspapitto', 'thiagocrepaldi', 'gmagogsfm', 'teng-li', 'heitorschueroff', 'yf225', 'salexspb', 'dzdang', 'neginraoof', 'slayton58', 'ZainRizvi', 'guilhermeleobas', '842974287', 'cccclai', 'dhruvbird', 'jgong5', 'xush6528', 'xw285cornell', 'Gamrix', 'iotamudelta', 'CaoE', 'iseeyuan', 'kittipatv', 'kulinseth', 'chunyuan-w', 'clementfarabet', 'yifuwang', 'harouwu', 'andreaskoepf', 'jithunnair-amd', 'koraykv', 'ifedan', 'kwen2501', 'XilunWu', 'nickgg', 'mcarilli', 'kennyhorror', 'cbalioglu', 'izdeby', 'jjlilley', 'khushi-411', 'XuehaiPan', 'FFFrog', 'raghuramank100', 'thomasjpfan', 'fmassa', 'Xia-Weiwen', 'razarmehr', 'migeed-z', 'sf-wind', 'd1jang', 'PaliC', 'VirrageS', 'kiszk', 'dskhudia', 'driazati', 'JacobSzwejbka', 'huiguoo', 'aazzolini', 'salilsdesai', 'avikchaudhuri', 'masnesral', 'DenisVieriu97', 'bhosmer', 'qihqi', 'xianjiec', 'lantiga', 'ajyu', 'dominikgrewe', 'xmfan', 'guangyey', 'mattip', 'Jokeren', 'aakhundov', 'Flamefire', 'csarofeen', 'sjeaugey', 'larryliu0820', 'nairbv', 'EikanWang', 'axitkhurana', 'Valentine233', 'amjames', 'Lilyjjo', 'vspenubarthi', 'krshrimali', 'mcr229', 'jfix71', 'duc0', 'viswanathgs', 'AlekseiNikiforovIBM', 'lly-zero-one', 'csummersea', 'chenyang78', 'aivanou', 'ChunliF', 'fritzo', 'chocjy', 'rgommers', 'LucasLLC', 'Freey0', 'mruberry', 'dagitses', 'jhcross', 'alykhantejani', 'zhuhaozhe', 'nicholas-leonard', 'isuruf', 'jcaip', 'mikekgfb', 'syed-ahmed', 'aaronenyeshi', 'd4l3k', 'li-roy', 'xuzhao9', 'heidongxianhua', 'iramazanli', 'yanbing-j', 'andrewwdye', 'adamlerer', 'digantdesai', 'kostmo', 'gujinghui', 'v0dro', 'zhouzhuojie', 'szagoruyko', 'weiyangfb', 'zengk95', 'definitelynotmcarilli', 'ev-br', 'imaginary-person', 'xcheng16', 'george-qi', 'wesolwsk', 'pavithranrao', 'ShawnZhong', 'macandro96', 'zrphercule', 'min-jean-cho', 'simpkins', 'jaglinux', 'mszhanyi', 'venkatacrc', 'lara-hdr', 'alexsamardzic', 'fdrocha', 'wschin', 'rohithkrn', 'Fuzzkatt', 'muchulee8', 'weiwangmeta', 'zrphercule2', 'EscapeZero', 'jataylo', 'JackCaoG', 'DanilBaibak', 'asuhan', 'RockingJavaBean', 'Maratyszcza', 'KsenijaS', 'aorenste', 'jucor', 'asl3', 'lanpa', 'shuqiangzhang', 'msaroufim', 'manuelcandales', 'kadeng', 'igorsugak', 'hl475', 'garymm', '1ntEgr8', 'benzyx', 'agolynski', 'Aidyn-A', 'blzheng', 'KyleCZH', 'Varal7', 'skrah', 'kazhou', 'akfidjeland', 'ailzhang', 'khabinov', 'psavla2', 'scottxu0730', 'urikz', 'wat3rBro', 'Wakeupbuddy', 'sunnieshang', 'tringwald', 'saketh-are', 'pruthvistony', 'priyaramani', 'pavanky', 'alanwaketan', 'davidchencsl', 'antoniojkim', 'mengluy0125', 'micmelesse', 'NicolasHug', 'Baranowski', 'lancerts', 'aocsa', 'volkhin', 'nluehr', 'nmacchioni', 'ipiszy']","['autograd', 'deep-learning', 'gpu', 'machine-learning', 'neural-network', 'numpy', 'python', 'tensor']",Tensors and Dynamic neural networks in Python with strong GPU acceleration,78075,pytorch/pytorch,pytorch
"['netdata', 'ktsaou', 'netdatabot', 'ilyam8', 'Ferroin', 'paulfantom', 'cakrit', 'stelfrag', 'vlvkobal', 'thiagoftsm', 'underhood', 'joelhans', 'vkalintiris', 'Ancairon', 'paulkatsoulakis', 'ccremer', 'prologic', 'dependabot[bot]', 'andrewm4894', 'mfundul', 'tkatsoulas', 'hugovalente-pm', 'amoss', 'knatsakis', 'sashwathn', 'shyamvalsan', 'alonbl', 'facetoe', 'jacekkolasa', 'gmosx', 'lets00', 'Wing924', 'odyslam', 'philwhineray', 'kickoke', 'rda0', 'maneamarius', 'Dim-P', 'Steve8291', 'jsoref', 'rlefevre', 'arch273', 'Saruspete', 'ntlug', 'k0ste', 'glensc', 'n0guest', 'candrews', 'prhomhyse', 'DShreve2', 'tycho', 'andvgal', 'domschl', 'UmanShahzad', 'alibo', 'ecowed', 'manosf', 'shadycuz', 'fredericopissarra', 'jasonwbarnett', 'davidak', 'ralphm', 'M4itee', 'juacker', 'Jiab77', 'askmrsinh', 'Chocobo1', 'eltociear', 'jimcooley', 'Flums', 't-h-e', 'tperalta82', 'Ehekatl', 'kattunga', 'zack-shoylev', 'thenktor', '383c57', 'amichelic', 'Aliki92', 'tnyeanderson', 'car12o', 'vladmovchan', 'ncmans', 'KickerTom', 'anayrat', 'wungad', 'odynik', 'cosmix', 'pjz', 'n0coast', 'mcnewton', 'efaden', 'vpnable', 'yasharne', 'boxjan', 'leolovenet', 'pavel', 'taniaab', 'tech-no-logical', 'xginn8', 'justohall', 'arkamar', 'dimko', 'FedericoCeratto', 'rex4539', 'breed808', 'scatenag', 'iigorkarpov', 'jonfairbanks', 'lassebm', 'vobruba-martin', 'allelos', 'pkoenig10', 'tom--', 'petecooper', 'RicardoSette', 'xPaw', 'dex4er', 'roedie', 'sgsunder', 'stevenh', 'ktarasz', 'abalabahaha', 'nodiscc', 'fayak', 'ac000', 'justin8', 'hexchain', 'aberaud', 'apardyl', 'archis-polyverse', 'Hermsi1337', 'nekkabcire', 'cherouvim', 'vsc55', 'jeffwillette', 'kmlucy', 'lfdominguez', 'frei-style', 'MeganBishopMoore', 'nielsAD', 'iorvd', 'kam1kaze', 'witalisoft', 'xuefer', 'dpsy4', 'elelayan', 'elfgoh', 'jlbriston', 'kkzhsh', 'lokerhp', 'octomike', 'ghanapunq', 'tinyhammers', 'Nani-o', 'slavaGanzin', 'bakalava', 'salehi', 'RaitoBezarius', 'rushikeshjadhav', 'racciari', 'sunflowerbofh', 'wohali', 'illes', 'Daniel15', 'andyundso', 'veksh', 'nabijaczleweli', 'MAH69IK', 'woosley', 'wangpei-nice', 'vahit', 'thomasbeaudry', 'tctovsli', 'slavox', 'skrzyp1', 'oldgiova', 'openspork', 'lowfive', 'Pulseeey', 'variia', 'Habetdin', 'tvarsis', 'fgtham', 'felixonmars', 'ernestojpg', 'erdem2000', 'xakrume', 'schindlerd', 'diizzyy', 'DanTheMediocre', 'MrFreezeex', 'amishmm', 'Benje06', 'clinta', 'samm-git', 'Cat7373', 'aabatangle', 'gnoddep', 'grinapo', 'PaulSzymanski', 'sepek', 'isonet', 'plasticrake', 'unhandled-exception', 'NikolayS', 'jpriebe', 'Fohdeesha', 'jurgenhaas', 'kn007', 'LucaDev', 'luisj1983', 'ekartsonakis', 'mbarper', 'LordMike', 'oxplot', 'JoeWrightss', 'jchristgit', 'johnramsden', 'johnhomelan', 'jonathonwiebe', 'JBaczuk', 'jorisvervuurt', 'josemaia', 'jgrossiord', 'agronick', 'juztas', 'jlec', 'papazach', 'Mic92', 'K900', 'kiela', 'kamcpp', 'kkoomen', 'xkisu', 'khalid586', 'kevin-hanselman', 'watsonbox', 'Calinou', 'hectorm', 'ViViDboarder', 'IceCodeNew', 'illumine', 'ghasrfakhri', 'ivanionut', 'intelfx', 'jamezrin', 'das7pad', 'Kubuxu', 'jamgregory', 'coraxx', 'sarahsevee-zz', 'JaphethLim', 'sjuxax', 'JeffHenson', 'jpeeler', 'jghaanstra', 'Jelmerrevers', 'jeremiah', 'novotnyJiri', 'TheLovinator1', 'seniorquico', 'djmattyg007', 'prometheanfire', 'Xalaxis', 'Neamar', 'Jaxmetalmax', 'Metric-Void', 'the-maldridge', 'mlbarrow', 'michmach', 'AliMickey', 'MikaelUrankar', 'mfurlend', 'miversen33', 'minhaz1', 'mohammed90', 'moschlar', 'jmarfr', 'mhkarimi1383', 'liepumartins', 'NMcCloud', 'nandahkrishna', 'uplime', 'satterly', 'nicolasparada', 'kylemanna', 'tuxity', 'caleno', 'lhw', 'Leny1996', 'lgrn', 'olivluca', 'schneiderl', 'lucasRolff', 'lukasma', 'mkg20001', 'kesslerm', 'mahlonsmith', 'ManuelPombo', 'vjt', 'mniestroj', 'MYanello', 'MarianSavchuk', 'burbuli8ra', 'MariosMarinos', 'martindue', 'm-rey', 'mathieumartin-ls', 'mrbarletta', 'RubenKelevra', 'webash', 'wash2', 'Strykar', 'itsavaren', 'zhqu1148980644', 'zeylos', 'BastienBalaud', 'ei8fdb', 'bitdeli-chef', 'blaines', 'bmatheny', 'bogdanr', 'candlerb', 'Busindre', 'carlocab', 'chadknutson', 'carehart', 'theggs', 'christ0ph3r', 'cboydstun', 'chriseskow', 'cgrinds', 'ChrisMcKee', 'cbricart', 'ardabbour', 'abchk1234', 'bompus', 'abhinav-upadhyay', 'adherzog', 'adamwolf', 'autoalan', 'akwan', 'agalera', 'alexmyczko', 'AlexGhiti', 'ananace', 'XanNava', 'aazedo', 'AndCycle', 'atriwidada', 'aisbergg', 'disko', 'VanillaSixtySix', 'a-dubaj', 'anirudhdggl', 'toadjaune', 'awaitlink', 'atnartur', 'cimnine', 'elisiariocouto', 'elizabyte8', 'MrZammler', 'endreszabo', 'EricAndrechek', 'etienne-napoleone', 'emiquelito', 'eviemsrs', 'fqx', 'filip-plata', 'fhriley', 'Funzinator', 'cmd-ntrf', 'gmeszaros', 'GaetanF', 'gerhard', 'glebius', 'HG00', 'hamedbrd', 'hendrikhofstadt', 'hmoragrega', 'HolgerHees', 'hsegnitz', 'honzahommer', 'ClaraCrazy', 'colinleroy', 'gruentee', 'CtrlAltDel64', 'D34DC3N73R', 'dankohn', 'danmichaelo', 'Danamir', 'yavin87', 'da2x', 'd--j', 'godismyjudge95', 'dannysauer', 'davidjb', 'okias', 'laned130', 'dvdmuckle', 'DevinNorgarb', 'devinrsmith', 'didier13150', 'dspinellis', 'driesmp', 'eduherminio', 'eyusupov']","['alerting', 'cncf', 'data-visualization', 'database', 'devops', 'docker', 'grafana', 'influxdb', 'kubernetes', 'linux', 'machine-learning', 'mongodb', 'monitoring', 'mysql', 'netdata', 'observability', 'postgresql', 'prometheus', 'raspberry-pi', 'statsd']",The open-source observability platform everyone needs!,68236,netdata/netdata,netdata
